"ID","CODE_CATEGORY","REF_CODE","DESC_EN","DESC_BM","ADDBY","UPDATEBY","CREATED_AT","UPDATED_AT","PRIORITY"
679,industcode,"3824",Manufacture of special industries machinery,Manufacture of special industries machinery,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
680,industcode,"3825","Manufacture of office, computing and account","Manufacture of office, computing and account",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
681,industcode,"3829",Macinery and equipment except electrical,Macinery and equipment except electrical,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
682,industcode,"3831",Manufacture of electric. industrial machinery,Manufacture of electric. industrial machinery,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
683,industcode,"3832","Manufacture of radio, tv and comm equipment","Manufacture of radio, tv and comm equipment",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
684,industcode,"3833",Manufacture of electrical appliances/hsewares,Manufacture of electrical appliances/hsewares,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
685,industcode,"3839",Manufacture of electrical apparatus/supplies,Manufacture of electrical apparatus/supplies,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
686,industcode,"3841",Shipbuilding and repairing,Shipbuilding and repairing,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
687,industcode,"3842",Manufacture of railroad equipment,Manufacture of railroad equipment,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
688,industcode,"3843",Manufacture of motor vehicles,Manufacture of motor vehicles,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
689,industcode,"3844",Manufacture of motorcycles and bicycles,Manufacture of motorcycles and bicycles,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
690,industcode,"3845",Manufacture of aircraft,Manufacture of aircraft,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
691,industcode,"3846",Manufacture of transport equipment,Manufacture of transport equipment,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
692,industcode,"3851",Manufacture of professional/scientific equip.,Manufacture of professional/scientific equip.,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
693,industcode,"3852",Manufacture of photographic and optical goods,Manufacture of photographic and optical goods,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
694,industcode,"3853",Manufacture of watches and clocks,Manufacture of watches and clocks,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
695,industcode,"3901",Manufacture of jewelley and related articles,Manufacture of jewelley and related articles,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
696,industcode,"3902",Manufacture of musical instruments,Manufacture of musical instruments,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
697,industcode,"3903",Manufacture of sporting and athletic goods,Manufacture of sporting and athletic goods,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
698,industcode,"3909","Manufacturing industries, n.e.c.","Manufacturing industries, n.e.c.",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
699,industcode,"4101",Electric light and power,Electric light and power,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
700,industcode,"4102",Gas manufacture and distribution,Gas manufacture and distribution,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
701,industcode,"4103",Steam and hot water supply,Steam and hot water supply,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
702,industcode,"4200",Water works and supply,Water works and supply,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
703,industcode,"5001",General contractors incl. civil engineering,General contractors incl. civil engineering,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
704,industcode,"5002",Special trade contrctors,Special trade contrctors,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
705,industcode,"6111",Meat and poultry (fresh and frozen),Meat and poultry (fresh and frozen),,,2021-01-20 01:47:07,2021-01-20 01:47:07,
706,industcode,"6112","Fish (fresh, frozen, dried or salted)","Fish (fresh, frozen, dried or salted)",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
707,industcode,"6113",Fruits and vegetables,Fruits and vegetables,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
708,industcode,"6114","Confectionery (sweets, etc.)","Confectionery (sweets, etc.)",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
709,industcode,"6115","Biscuits, cakes, bread and other bakery prod","Biscuits, cakes, bread and other bakery prod",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
710,industcode,"6116","Rice, other grains, flour","Rice, other grains, flour",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
711,industcode,"6117","Other foodstuffs (tinned foods, dairy prod)","Other foodstuffs (tinned foods, dairy prod)",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
712,industcode,"6118","Tobacco, cigars, cigarettes, etc.","Tobacco, cigars, cigarettes, etc.",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
713,industcode,"6119","Beer, wine, spirits","Beer, wine, spirits",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
714,industcode,"6121","Household hardware, kitchenware, chinaware","Household hardware, kitchenware, chinaware",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
715,industcode,"6131",Motor cycles and parts thereof,Motor cycles and parts thereof,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
716,industcode,"6132","Motor vehicles, new","Motor vehicles, new",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
717,industcode,"6133","Motor vehicles, used","Motor vehicles, used",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
718,industcode,"6134",Parts and accessories for motor vehicles,Parts and accessories for motor vehicles,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
719,industcode,"6139","Petrol, lubricating oils, etc.","Petrol, lubricating oils, etc.",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
720,industcode,"6141","Tractors, farming and earthmoving equipment","Tractors, farming and earthmoving equipment",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
721,industcode,"6142",Biz and industrial machine and equipment,Biz and industrial machine and equipment,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
722,industcode,"6143",Lumber and timber,Lumber and timber,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
723,industcode,"6144",Other building materials and builders h/wares,Other building materials and builders h/wares,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
724,industcode,"6145",Rubber,Rubber,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
725,industcode,"6146",Palm oil,Palm oil,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
726,industcode,"6147",Livestock,Livestock,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
727,industcode,"6148",Other agricultural products (copra),Other agricultural products (copra),,,2021-01-20 01:47:07,2021-01-20 01:47:07,
728,industcode,"6149","Other (minerals, metal, chemicals, fibres)","Other (minerals, metal, chemicals, fibres)",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
729,industcode,"6211",Meat and poultry (fresh or frozen),Meat and poultry (fresh or frozen),,,2021-01-20 01:47:07,2021-01-20 01:47:07,
730,industcode,"6212","Fish (fresh, frozen, dried, roasted, salted)","Fish (fresh, frozen, dried, roasted, salted)",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
731,industcode,"6213",Fruits and vegetables,Fruits and vegetables,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
732,industcode,"6214","Confectionery (sweets, etc.)","Confectionery (sweets, etc.)",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
733,industcode,"6215","Biscuits, cakes, bread and other bakery prd)","Biscuits, cakes, bread and other bakery prd)",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
734,industcode,"6216","Rice, other grains, flour","Rice, other grains, flour",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
735,industcode,"6217","Other foodstuffs (tinned foods, dairy prod)","Other foodstuffs (tinned foods, dairy prod)",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
736,industcode,"6218",Provision store,Provision store,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
737,industcode,"6219",Supermarket,Supermarket,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
738,industcode,"6221","Tobacco, cigars, cigarettes","Tobacco, cigars, cigarettes",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
739,industcode,"6222","Beer, wine, spirits","Beer, wine, spirits",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
740,industcode,"6231","Household hardwares, kitchenware","Household hardwares, kitchenware",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
741,industcode,"6232","Chinaware, glassware, ornaments, etc.","Chinaware, glassware, ornaments, etc.",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
742,industcode,"6241",Motorcycles and parts,Motorcycles and parts,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
743,industcode,"6242",Passenger cars,Passenger cars,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
744,industcode,"6243",Parts and accessories for motor vehicles,Parts and accessories for motor vehicles,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
745,industcode,"6249","Petrol, lubricating oils, etc.","Petrol, lubricating oils, etc.",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
746,industcode,"6250",Miscellaneous retail trade,Miscellaneous retail trade,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
747,industcode,"6310","Restaurants, cafes and other eating places","Restaurants, cafes and other eating places",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
748,industcode,"6320","Hotels, rooming houses, camps, lodging places","Hotels, rooming houses, camps, lodging places",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
749,industcode,"7111",Railway transport,Railway transport,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
750,industcode,"7112",Bus and tramway transport,Bus and tramway transport,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
751,industcode,"7113",Other passenger land transport,Other passenger land transport,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
752,industcode,"7114",Freight transport by road,Freight transport by road,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
753,industcode,"7115",Pipeline transport,Pipeline transport,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
754,industcode,"7116",Supporting services to land transport,Supporting services to land transport,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
755,industcode,"7121",Ocean and coastal water,Ocean and coastal water,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
756,industcode,"7122",Inland water transport,Inland water transport,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
757,industcode,"7123",Supporting services to water transport,Supporting services to water transport,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
758,industcode,"7131",Air transport carriers,Air transport carriers,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
759,industcode,"7132",Supporting services to air transport,Supporting services to air transport,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
760,industcode,"7191",Services incidental to transport,Services incidental to transport,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
761,industcode,"7192",Storage and warehousing,Storage and warehousing,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
762,industcode,"7200",Communication,Communication,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
763,industcode,"8101",Monetary institutions,Monetary institutions,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
764,industcode,"8102",Other financial institutions,Other financial institutions,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
765,industcode,"8103",Financial services,Financial services,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
766,industcode,"8200",Insurance,Insurance,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
767,industcode,"8310",Real estate,Real estate,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
768,industcode,"8321",Legal services,Legal services,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
769,industcode,"8322","Accounting, auditing and book keeping service","Accounting, auditing and book keeping service",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
770,industcode,"8323",Data processing and tabulating services,Data processing and tabulating services,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
771,industcode,"8324","Engineering, architectural and tech services","Engineering, architectural and tech services",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
772,industcode,"8325",Advertising services,Advertising services,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
773,industcode,"8329","Business services, exc. machinery and leasing","Business services, exc. machinery and leasing",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
774,industcode,"8330",Machinery and equipment rental and leasing,Machinery and equipment rental and leasing,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
775,industcode,"9111",General administration,General administration,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
776,industcode,"9112",Exeternal affairs,Exeternal affairs,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
777,industcode,"9113",Justice and public order and safety,Justice and public order and safety,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
778,industcode,"9114",Defence,Defence,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
779,industcode,"9115",Education : General administration,Education : General administration,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
780,industcode,"9116",Health : General administration,Health : General administration,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
781,industcode,"9117",Social security and welfare,Social security and welfare,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
782,industcode,"9118",Housing and community development affairs,Housing and community development affairs,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
783,industcode,"9119",Other community and social affairs,Other community and social affairs,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
784,industcode,"9121",Economic and Labour Affairs,Economic and Labour Affairs,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
785,industcode,"9122","Agriculture, forestry and fishing affairs","Agriculture, forestry and fishing affairs",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
786,industcode,"9123","Mining,manufacturing and construction affairs","Mining,manufacturing and construction affairs",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
787,industcode,"9124","Electricity, gas and water affairs","Electricity, gas and water affairs",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
788,industcode,"9125",Roads and road transport,Roads and road transport,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
789,industcode,"9126",Water transport,Water transport,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
790,industcode,"9127",Other transport,Other transport,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
791,industcode,"9128",Communication,Communication,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
792,industcode,"9129",Other services,Other services,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
793,industcode,"9200",Sanitary and similar services,Sanitary and similar services,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
794,industcode,"9310",Education services,Education services,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
795,industcode,"9320",Research and scientific institutes,Research and scientific institutes,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
796,industcode,"9331","Medical, dental and other health services","Medical, dental and other health services",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
797,industcode,"9332",Veterinary services,Veterinary services,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
798,industcode,"9340",Welfare institutions,Welfare institutions,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
799,industcode,"9350","Business, Professional and Labour","Business, Professional and Labour",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
800,industcode,"9391",Religious organisations,Religious organisations,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
801,industcode,"9399",Social and related community services,Social and related community services,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
802,industcode,"9411",Motion picture production,Motion picture production,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
803,industcode,"9412",Motion picture distribution and projection,Motion picture distribution and projection,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
804,industcode,"9413",Radio and TV broadcasting,Radio and TV broadcasting,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
805,industcode,"9414",Theatrical producers and entertainment serv,Theatrical producers and entertainment serv,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
806,industcode,"9415","Authors, music composers, other indep artiste","Authors, music composers, other indep artiste",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
807,industcode,"9420","Libraries, museums and botanical gardens","Libraries, museums and botanical gardens",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
808,industcode,"9490",Amusement and recreational services,Amusement and recreational services,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
809,industcode,"9511",Repair of footwear and other leather goods,Repair of footwear and other leather goods,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
810,industcode,"9512",Electrical repair shops,Electrical repair shops,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
811,industcode,"9513",Repair of motor vehicles and motor cycles,Repair of motor vehicles and motor cycles,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
812,industcode,"9514","Watch, clock and jewellery repairs","Watch, clock and jewellery repairs",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
813,industcode,"9515",Other repair shops,Other repair shops,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
814,industcode,"9520","Laundry services, cleaning and dyeing plants","Laundry services, cleaning and dyeing plants",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
815,industcode,"9530",Domestic services,Domestic services,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
816,industcode,"9591",Barber and beauty shops,Barber and beauty shops,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
817,industcode,"9592","Photographic studios,commercial photographies","Photographic studios,commercial photographies",,,2021-01-20 01:47:07,2021-01-20 01:47:07,
818,industcode,"9599",Personal services,Personal services,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
819,industcode,"9600",International and other extra-territorial bod,International and other extra-territorial bod,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
820,industrycode,"1","CROPS AND ANIMAL PRODUCTION, HUNTING AND RELATED SERVICE ACTIVITIES",,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
821,industrycode,"2",FORESTRY AND LOGGING,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
822,industrycode,"3",FISHING AND AQUACULTURE,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
823,industrycode,"4",MINING OF COAL AND LIGNITE,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
824,industrycode,"5",EXTRACTION OF CRUDE PETROLEUM AND NATURAL GAS,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
825,industrycode,"6",MINING OF METAL ORES,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
826,industrycode,"7",OTHER MINING AND QUARRYING,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
827,industrycode,"8",MINING SUPPORT SERVICE ACTIVITIES,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
828,industrycode,"9",MANUFACTURE OF FOOD PRODUCTS,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
829,industrycode,"10",MANUFACTURE OF TOBACCO PRODUCTS,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
830,industrycode,"11",MANUFACTURE OF TEXTILES,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
831,industrycode,"12",MANUFACTURE OF WEARING APPAREL,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
832,industrycode,"13",MANUFACTURE OF LEATHER AND RELATED PRODUCTS,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
833,industrycode,"14","MANUFACTURE OF WOOD AND OF PRODUCTS OF WOOD AND CORK, EXCEPT FURNITURE; MANUFACTURE OF ARTICLES OF STRAW AND PLAITING MATERIALS",,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
834,industrycode,"15",MANUFACTURE OF PAPER AND PAPER PRODUCTS,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
835,industrycode,"16",PRINTING AND REPRODUCTION OF RECORDED MEDIA,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
836,industrycode,"17",MANUFACTURE OF COKE AND REFINED PETROLEUM PRODUCTS,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
837,industrycode,"18",MANUFACTURE OF CHEMICALS AND CHEMICAL PRODUCTS,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
838,industrycode,"19","MANUFACTURE OF BASIC PHARMACEUTICALS, MEDICINAL CHEMICAL AND  BOTANICAL PRODUCTS",,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
839,industrycode,"20",MANUFACTURE OF RUBBER AND PLASTIC PRODUCTS,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
840,industrycode,"21",MANUFACTURE OF OTHER NON-METALLIC MINERAL PRODUCTS,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
841,industrycode,"22",MANUFACTURE OF BASIC METALS,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
842,industrycode,"23","MANUFACTURE OF FABRICATED METAL PRODUCTS, EXCEPT MACHINERY AND EQUIPMENT",,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
843,industrycode,"24","MANUFACTURE OF COMPUTER, ELECTRONIC AND OPTICAL PRODUCTS",,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
844,industrycode,"25",MANUFACTURE OF ELECTRICAL EQUIPMENT,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
845,industrycode,"26",MANUFACTURE OF MACHINERY AND EQUIPMENT N.E.C.,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
846,industrycode,"27","MANUFACTURE OF MOTOR VEHICLES, TRAILERS AND SEMI- TRAILERS",,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
847,industrycode,"28",MANUFACTURE OF OTHER TRANSPORT EQUIPMENT,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
848,industrycode,"29",MANUFACTURE OF FURNITURE,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
849,industrycode,"30",OTHER MANUFACTURING,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
850,industrycode,"31",REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
851,industrycode,"32","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
852,industrycode,"33","WATER COLLECTION, TREATMENT AND SUPPLY",,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
853,industrycode,"34",SEWERAGE,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
854,industrycode,"35","WASTE COLLECTION, TREATMENT AND DISPOSAL ACTIVITIES; MATERIALS RECOVERY",,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
855,industrycode,"36",REMEDIATION ACTIVITIES AND OTHER WASTE MANAGEMENT SERVICES,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
856,industrycode,"37",CONSTRUCTION OF BUILDINGS,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
857,industrycode,"38",CIVIL ENGINEERING,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
858,industrycode,"39",SPECIALIZED CONSTRUCTION ACTIVITIES,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
859,industrycode,"40",WHOLESALE AND RETAIL TRADE AND REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
860,industrycode,"41","WHOLESALE TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
861,industrycode,"42","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
862,industrycode,"43",LAND TRANSPORT AND TRANSPORT VIA PIPELINES,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
863,industrycode,"44",WATER TRANSPORT,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
864,industrycode,"45",AIR TRANSPORT,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
865,industrycode,"46",WAREHOUSING AND SUPPORT ACTIVITIES FOR TRANSPORTATION,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
866,industrycode,"47",POSTAL AND COURIER ACTIVITIES,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
867,industrycode,"48",ACCOMMODATION,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
868,industrycode,"49",FOOD AND BEVERAGE SERVICE ACTIVITIES,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
869,industrycode,"50",PUBLISHING ACTIVITIES,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
870,industrycode,"51","MOTION PICTURE, VIDEO AND TELEVISION PROGRAMME PRODUCTION, SOUND RECORDING AND MUSIC PUBLISHING ACTIVITIES",,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
871,industrycode,"52",PROGRAMMING AND BROADCASTING ACTIVITIES,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
872,industrycode,"53",TELECOMMUNICATIONS,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
873,industrycode,"54","COMPUTER PROGRAMMING, CONSULTANCY AND RELATED ACTIVITIES",,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
874,industrycode,"55",INFORMATION SERVICE ACTIVITIES,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
875,industrycode,"56","FINANCIAL SERVICE ACTIVITIES, EXCEPT INSURANCE/TAKAFUL AND PENSION FUNDING",,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
876,industrycode,"57","INSURANCE/TAKAFUL, REINSURANCE/RETAKAFUL AND PENSION FUNDING, EXCEPT COMPULSORY SOCIAL SECURITY",,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
877,industrycode,"58",ACTIVITIES AUXILIARY TO FINANCIAL SERVICE AND INSURANCE/ TAKAFUL ACTIVITIES,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
878,industrycode,"59",REAL ESTATE ACTIVITIES,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
879,industrycode,"60",LEGAL AND ACCOUNTING ACTIVITIES,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
880,industrycode,"61",ACTIVITIES OF HEAD OFFICES,MANAGEMENT CONSULTANCY ACTIVITIES,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
881,industrycode,"62",ARCHITECTURAL AND ENGINEERING ACTIVITIES,TECHNICAL TESTING AND ANALYSIS,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
882,industrycode,"63",SCIENTIFIC RESEARCH AND DEVELOPMENT,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
883,industrycode,"64",ADVERTISING AND MARKET RESEARCH,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
884,industrycode,"65","OTHER PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
885,industrycode,"66",VETERINARY ACTIVITIES,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
886,industrycode,"67",RENTAL AND LEASING ACTIVITIES,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
887,industrycode,"68",EMPLOYMENT ACTIVITIES,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
888,industrycode,"69","TRAVEL AGENCY, TOUR OPERATOR, RESERVATION SERVICE AND RELATED ACTIVITIES",,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
889,industrycode,"70",SECURITY AND INVESTIGATION ACTIVITIES,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
890,industrycode,"71",SERVICES TO BUILDINGS AND LANDSCAPE ACTIVITIES,,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
891,industrycode,"72","OFFICE ADMINISTRATIVE, OFFICE SUPPORT AND OTHER BUSINESS SUPPORT ACTIVITIES",,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
892,industrycode,"73",PUBLIC ADMINISTRATION AND DEFENCE,COMPULSORY SOCIAL SECURITY,,,2021-01-20 01:47:07,2021-01-20 01:47:07,
