"ID","CODE_CATEGORY","REF_CODE","DESC_EN","DESC_BM","ADDBY","UPDATEBY","CREATED_AT","UPDATED_AT","PRIORITY","6731","RTW_SP_SERVICETYPE","RTW_ST_PHY","PHYSIOTHERAPY"
162475,national,"95",Honduras,Honduras,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162476,national,"96",Croatia,Croatia,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162477,national,"97",Haiti,Haiti,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162478,national,"98",Hungary,Hungary,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162479,national,"99",Indonesia,Indonesia,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162480,national,"100",India,India,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162481,national,"101",British Indian Ocean Territory,British Indian Ocean Territory,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162482,national,"102",Ireland,Ireland,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162483,national,"103","Iran, Islamic Republic Of","Iran, Islamic Republic Of",,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162484,national,"104",Iraq,Iraq,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162485,national,"105",Iceland,Iceland,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162486,national,"106",Israel,Israel,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162487,national,"107",Italy,Italy,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162488,national,"108",Jamaica,Jamaica,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162489,national,"109",Jordan,Jordan,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162490,national,"110",Japan,Japan,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162491,national,"111",Kazakhstan,Kazakhstan,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162492,national,"112",Kenya,Kenya,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162493,national,"113",Kyrgyzstan,Kyrgyzstan,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162494,national,"114",Cambodia,Cambodia,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162495,national,"115",Kiribati,Kiribati,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162496,national,"116",Saint Kitts And Nevis,Saint Kitts And Nevis,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162497,national,"117","Korea, Republic Of","Korea, Republic Of",,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162498,national,"118",Kuwait,Kuwait,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162499,national,"119",Lao Peoples Democratic Republic,Lao Peoples Democratic Republic,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162500,national,"120",Lebanon,Lebanon,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162501,national,"121",Liberia,Liberia,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162502,national,"122",Libyan Arab Jamahiriya,Libyan Arab Jamahiriya,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162503,national,"123",Saint Lucia,Saint Lucia,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162504,national,"124",Liechtenstein,Liechtenstein,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162505,national,"125",Sri Lanka,Sri Lanka,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162506,national,"126",Lesotho,Lesotho,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162507,national,"127",Lithuania,Lithuania,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162508,national,"128",Luxembourg,Luxembourg,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162509,national,"129",Latvia,Latvia,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162510,national,"130",Macau,Macau,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162511,national,"131",Morocco,Morocco,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162512,national,"132",Monaco,Monaco,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162513,national,"133","Moldova, Republic Of","Moldova, Republic Of",,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162514,national,"134",Madagascar,Madagascar,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162515,national,"135",Maldives,Maldives,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162516,national,"136",Mexico,Mexico,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162517,national,"137",Marshall Islands,Marshall Islands,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162518,national,"138","Macedonia, The Former Yugoslav Republic Of","Macedonia, The Former Yugoslav Republic Of",,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162519,national,"139",Mali,Mali,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162520,national,"140",Malta,Malta,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162521,national,"141",Myanmar,Myanmar,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162522,national,"142",Mongolia,Mongolia,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162523,national,"143",Northern Mariana Islands,Northern Mariana Islands,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162524,national,"144",Mozambique,Mozambique,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162525,national,"145",Mauritania,Mauritania,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162526,national,"146",Montserrat,Montserrat,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162527,national,"147",Martinique,Martinique,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162528,national,"148",Mauritius,Mauritius,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162529,national,"149",Malawi,Malawi,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162530,national,"150",Malaysia,Malaysia,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162531,national,"151",Mayotte,Mayotte,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162532,national,"152",Namibia,Namibia,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162533,national,"153",New Caledonia,New Caledonia,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162534,national,"154",Niger,Niger,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162535,national,"155",Norfolk Island,Norfolk Island,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162536,national,"156",Nigeria,Nigeria,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162537,national,"157",Nicaragua,Nicaragua,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162538,national,"158",Niue,Niue,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162539,national,"159",Netherlands,Netherlands,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162540,national,"160",Norway,Norway,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162541,national,"161",Nepal,Nepal,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162542,national,"162",Nauru,Nauru,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162543,national,"163",New zealand,New zealand,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162544,national,"164",Oman,Oman,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162545,national,"165",Pakistan,Pakistan,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162546,national,"166",Panama,Panama,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162547,national,"167",Pitcairn,Pitcairn,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162548,national,"168",Peru,Peru,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162549,national,"169",Philippines,Philippines,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162550,national,"170",Palestinian Territory,Palestinian Territory,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162551,national,"171",Palau,Palau,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162552,national,"172",Papua New Guinea,Papua New Guinea,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162553,national,"173",Poland,Poland,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162554,national,"174",Puerto Rico,Puerto Rico,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162555,national,"175","Korea, Democratic Peoples Republic Of","Korea, Democratic Peoples Republic Of",,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162556,national,"176",Portugal,Portugal,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162557,national,"177",Paraguay,Paraguay,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162558,national,"178",French Polynesia,French Polynesia,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162559,national,"179",Qatar,Qatar,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162560,national,"180",Reunion,Reunion,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162561,national,"181",Romania,Romania,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162562,national,"182",Russian Federation,Russian Federation,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162563,national,"183",Rwanda,Rwanda,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162564,national,"184",Saudi Arabia,Saudi Arabia,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162565,national,"185",Sudan,Sudan,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162566,national,"186",Senegal,Senegal,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162567,national,"187",Singapore,Singapore,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162568,national,"188",South Georgia And The South Sandwich Islands,South Georgia And The South Sandwich Islands,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162569,national,"189",Saint Helena,Saint Helena,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162570,national,"190",Svalbard And Jan Mayen,Svalbard And Jan Mayen,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162571,national,"191",Solomon Islands,Solomon Islands,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162572,national,"192",Sierra Leone,Sierra Leone,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162573,national,"193",El Salvador,El Salvador,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162574,national,"194",San Marino,San Marino,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162575,national,"195",Somalia,Somalia,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162576,national,"196",Saint Pierre And Miquelon,Saint Pierre And Miquelon,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162577,national,"197",Sao Tome And Principe,Sao Tome And Principe,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162578,national,"198",Suriname,Suriname,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162579,national,"199",Slovakia,Slovakia,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162580,national,"200",Slovenia,Slovenia,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162581,national,"201",Sweden,Sweden,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162582,national,"202",Swaziland,Swaziland,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162583,national,"203",Seychelles,Seychelles,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162584,national,"204",Syrian Arab Republic,Syrian Arab Republic,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162585,national,"205",Turks And Caicos Islands,Turks And Caicos Islands,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162586,national,"206",Chad,Chad,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162587,national,"207",Togo,Togo,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162588,national,"208",Thailand,Thailand,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162589,national,"209",Tajikistan,Tajikistan,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162590,national,"210",Tokelau,Tokelau,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162591,national,"211",Turkmenistan,Turkmenistan,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162592,national,"212",East Timor,East Timor,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162593,national,"213",Tonga,Tonga,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162594,national,"214",Trinidad And Tobago,Trinidad And Tobago,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162595,national,"215",Tunisia,Tunisia,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162596,national,"216",Turkey,Turkey,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162597,national,"217",Tuvalu,Tuvalu,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162598,national,"218","Taiwan, Province Of China","Taiwan, Province Of China",,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162599,national,"219","Tanzania, United Republic Of","Tanzania, United Republic Of",,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162600,national,"220",Uganda,Uganda,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162601,national,"221",Ukraine,Ukraine,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162602,national,"222",United States Minor Outlying Islands,United States Minor Outlying Islands,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162603,national,"223",Uruguay,Uruguay,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162604,national,"224",United States,United States,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162605,national,"225",Uzbekistan,Uzbekistan,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162606,national,"226",Holy See (Vatican City State),Holy See (Vatican City State),,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162607,national,"227",Saint Vincent And The Grenadines,Saint Vincent And The Grenadines,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162608,national,"228",Venezuela,Venezuela,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162609,national,"229","Virgin Islands, British","Virgin Islands, British",,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162610,national,"230","Virgin Islands, U.S","Virgin Islands, U.S",,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162611,national,"231",Vietnam,Vietnam,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162612,national,"232",Vanuatu,Vanuatu,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162613,national,"233",Wallis And Futuna,Wallis And Futuna,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162614,national,"234",Samoa,Samoa,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162615,national,"235",Yemen,Yemen,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162616,national,"236",Yugoslavia,Yugoslavia,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162617,national,"237",South Africa,South Africa,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162618,national,"238",Zambia,Zambia,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162619,national,"239",Zimbabwe,Zimbabwe,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162620,notisendto,"1",Insured Person,Orang Berinsurans,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162621,notisendto,"2",Employer,Majikan,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162622,notisendto,"3",Others,Lain-lain,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162623,notitype,"1",Query Letter,Surat Kuiri,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162624,notitype,"2",E-mail,Emel,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162625,occupation,"1",MANAGERS,PENGURUS,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162626,occupation,"2",PROFESSIONALS,PROFESIONAL,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162627,occupation,"3",TECHNICIANS AND ASSOCIATE PROFESSIONALS,JURUTEKNIK DAN PROFESIONAL BERSEKUTU,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162628,occupation,"4",CLERICAL SUPPORT WORKERS,PEKERJA SOKONGAN PERKERANIAN,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162629,occupation,"5",SERVICE AND SALES WORKERS,PEKERJA PERKHIDMATAN DAN JUALAN,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162630,occupation,"6","SKILLED AGRICULTURAL, FORESTRY, LIVESTOCK AND FISHERY WORKERS","PEKERJA MAHIR PERTANIAN, PERHUTANAN, PENTERNAKAN DAN PERIKANAN",,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162631,occupation,"7",CRAFT AND RELATED TRADES WORKERS,PEKERJA KEMAHIRAN DAN PEKERJA PERTUKANGAN YANG BERKAITAN,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162632,occupation,"8",PLANT AND MACHINE OPERATORS AND ASSEMBLERS,OPERATOR LOJI DAN MESIN DAN PEMASANG,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162633,occupation,"9",ELEMENTARY OCCUPATIONS,PEKERJAAN ASAS,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162634,occupation,"0",ARMED FORCES OCCUPATIONS,PEKERJAAN ANGKATAN TENTERA,,,2021-01-19 15:52:41,2021-01-19 15:52:41,,,,,
162635,od_typecode,A1,Acne,,,,2021-01-19 15:52:41,2021-01-19 15:52:46,,,,,
162636,od_typecode,A10,Anoxic brain injury,,,,2021-01-19 15:52:41,2021-01-19 15:52:46,,,,,
162637,od_typecode,A11,Anthrax,,,,2021-01-19 15:52:41,2021-01-19 15:52:46,,,,,
162638,od_typecode,A12,Anuria,,,,2021-01-19 15:52:41,2021-01-19 15:52:46,,,,,
162639,od_typecode,A13,Aplastic anaemia,,,,2021-01-19 15:52:41,2021-01-19 15:52:46,,,,,
162640,od_typecode,A14,Asbestosis,,,,2021-01-19 15:52:41,2021-01-19 15:52:46,,,,,
162641,od_typecode,A15,Asthma,,,,2021-01-19 15:52:41,2021-01-19 15:52:46,,,,,
162642,od_typecode,A16,Avian chlamydiosis,,,,2021-01-19 15:52:41,2021-01-19 15:52:46,,,,,
162643,od_typecode,A17,Avian Influenza,,,,2021-01-19 15:52:41,2021-01-19 15:52:46,,,,,
162644,od_typecode,A18,Axonal neuropathy,,,,2021-01-19 15:52:41,2021-01-19 15:52:46,,,,,
162645,od_typecode,A2,Acoustic Trauma,,,,2021-01-19 15:52:41,2021-01-19 15:52:46,,,,,
162646,od_typecode,A3,Acute Respiratory Distress Syndrome (ARDS),,,,2021-01-19 15:52:41,2021-01-19 15:52:46,,,,,
162647,od_typecode,A4,Acquired Immunodeficiency Syndrome (AIDS),,,,2021-01-19 15:52:41,2021-01-19 15:52:46,,,,,
162648,od_typecode,A5,Agranulocytosis,,,,2021-01-19 15:52:41,2021-01-19 15:52:46,,,,,
162649,od_typecode,A6,Allergic contact dermatitis,,,,2021-01-19 15:52:41,2021-01-19 15:52:46,,,,,
162650,od_typecode,A7,Allergic rhinitis,,,,2021-01-19 15:52:41,2021-01-19 15:52:46,,,,,
162651,od_typecode,A8,Anaemia,,,,2021-01-19 15:52:41,2021-01-19 15:52:46,,,,,
162652,od_typecode,A9,Anosmia,,,,2021-01-19 15:52:41,2021-01-19 15:52:46,,,,,
162653,od_typecode,B1,Bagassosis,,,,2021-01-19 15:52:41,2021-01-19 15:52:46,,,,,
162654,od_typecode,B10,Bleeding,,,,2021-01-19 15:52:41,2021-01-19 15:52:46,,,,,
162655,od_typecode,B11,Blepharitis,,,,2021-01-19 15:52:41,2021-01-19 15:52:46,,,,,
162656,od_typecode,B12,Bone marrow aplasia,,,,2021-01-19 15:52:41,2021-01-19 15:52:46,,,,,
162657,od_typecode,B13,Bovine tuberculosis,,,,2021-01-19 15:52:41,2021-01-19 15:52:46,,,,,
162658,od_typecode,B14,Bronchial asthma,,,,2021-01-19 15:52:41,2021-01-19 15:52:46,,,,,
162659,od_typecode,B15,Bronchial cancer / carcinoma,,,,2021-01-19 15:52:41,2021-01-19 15:52:46,,,,,
162660,od_typecode,B16,Bronchiolitis obliterans,,,,2021-01-19 15:52:41,2021-01-19 15:52:46,,,,,
162661,od_typecode,B17,Bronchitis,,,,2021-01-19 15:52:41,2021-01-19 15:52:46,,,,,
162662,od_typecode,B18,Bronchospasms,,,,2021-01-19 15:52:41,2021-01-19 15:52:46,,,,,
162663,od_typecode,B19,Brucellosis,,,,2021-01-19 15:52:41,2021-01-19 15:52:46,,,,,
162664,od_typecode,B2,Baritosis,,,,2021-01-19 15:52:41,2021-01-19 15:52:46,,,,,
162665,od_typecode,B20,Byssinosis,,,,2021-01-19 15:52:41,2021-01-19 15:52:46,,,,,
162666,od_typecode,B3,Barotrauma,,,,2021-01-19 15:52:41,2021-01-19 15:52:46,,,,,
162667,od_typecode,B4,Beat elbow,,,,2021-01-19 15:52:41,2021-01-19 15:52:46,,,,,
162668,od_typecode,B5,Beat hand,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162669,od_typecode,B6,Beat knee,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162670,od_typecode,B7,Berylliosis,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162671,od_typecode,B8,Bird fancier's disease,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162672,od_typecode,B9,Bladder cancer,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162673,od_typecode,C1,Carboxyhaemoglobinaemia,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162674,od_typecode,C10,Cerebral abscess,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162675,od_typecode,C11,Cerebral arterial gas embolism,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162676,od_typecode,C12,Cerebral haemorrhage,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162677,od_typecode,C13,Cerebral oedema,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162678,od_typecode,C14,Chilblain,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162679,od_typecode,C15,Chlamydial pneumonia,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162680,od_typecode,C16,Chlamydiosis,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162681,od_typecode,C17,Chloracne,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162682,od_typecode,C18,Chronic beryllium disease,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162683,od_typecode,C19,Chronic Bronchitis,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162684,od_typecode,C2,Cardiac ischaemia,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162685,od_typecode,C20,Chronic Obstructive Airways Disease (COAD),,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162686,od_typecode,C21,Chronic Obstructive Pulmonary Disease (COPD),,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162687,od_typecode,C22,Cirrhosis,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162688,od_typecode,C23,Coal Miner's pneumoconiosis,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162689,od_typecode,C24,Coffee worker's lung,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162690,od_typecode,C25,Contact urticaria,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162691,od_typecode,C26,Corneal burns / injury,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162692,od_typecode,C27,Corneal dystrophy,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162693,od_typecode,C28,Cutaneous erysipeloid,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162694,od_typecode,C29,Cutaneous larva migrans,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162695,od_typecode,C3,Cardiomyopathy,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162696,od_typecode,C30,Cutaneous spinocellular epithelioma,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162697,od_typecode,C4,Carpal Tunnel Syndrome,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162698,od_typecode,C5,Cataract,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162699,od_typecode,C6,Central nervous system depression,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162700,od_typecode,C7,Central nervous system stimulation / excitation,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162701,od_typecode,C8,Central scotoma,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162702,od_typecode,C9,Cerebellar and cortical degeneration,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162703,od_typecode,D1,Decompression sickness,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162704,od_typecode,D2,De Quervain's tenosynovitis,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162705,od_typecode,D3,Deep mycoses,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162706,od_typecode,D4,Dermatitis,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162707,od_typecode,D5,Detergent workers lung,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162708,od_typecode,D6,Disseminated Intravascular Coagulopathy (DIVC),,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162709,od_typecode,D7,Dysrhythmia,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162710,od_typecode,D8,Dysbarism,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162711,od_typecode,E1,Emphysema,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162712,od_typecode,E10,Eschar,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162713,od_typecode,E11,Extrinsic Allergic Alveolitis,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162714,od_typecode,E2,Encephalitis,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162715,od_typecode,E3,Encephalopathy,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162716,od_typecode,E4,Endocarditis,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162717,od_typecode,E5,Endotoxic shock,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
162718,od_typecode,E6,Epicondylitis,,,,2021-01-19 15:52:42,2021-01-19 15:52:46,,,,,
